ranking,name,producer,revenue,year
8138,The 5th Quarter,RM,"$408,159",2011
8139,Sound of My Voice,FoxS,"$408,015",2012
8140,Journey to Shiloh,Uni.,"$407,500",1968
8141,Humpday,Magn.,"$407,377",2009
8142,Slamdance,Isld,"$406,881",1987
8143,Har dil jo Pyar Karega,Eros,"$406,235",2000
8144,The Square,App.,"$406,116",2010
8145,The Hunting Ground,RTWC,"$405,917",2015
8146,Little Secrets,IDP,"$405,792",2002
8147,Amandla!,Art.,"$405,331",2003
8148,Preaching to the Choir,Free,"$405,191",2006
8149,Intimacy,Emp.,"$405,094",2001
8150,Killer of Sheep (re-issue),Mile.,"$404,508",2007
8151,Antichrist,IFC,"$404,122",2009
8152,Wild Grass,SPC,"$403,952",2010
8153,Mother Night,FL,"$403,701",1996
8154,A Wake in Providence,Indic.,"$403,069",2005
8155,Snow Angels,WIP,"$402,858",2008
8156,The Apu Trilogy,Jan.,"$402,723",2015
8157,The School of Flesh,Strat.,"$402,668",1999
8158,The Little Traitor,N/A,"$402,088",2009
8159,Pariah (2000),Indic.,"$402,000",2000
8160,Some Girls,MGM,"$401,421",1988
8161,Freetown,Purd.,"$401,328",2015
8162,Dillagi,Eros,"$401,245",1999
8163,My Life Without Me,SPC,"$400,948",2003
8164,Jindabyne,SPC,"$400,438",2007
8165,Mafioso (re-issue),Rialto,"$400,019",2007
8166,Bandit Queen,Arro.,"$399,748",1995
8167,La Belle Noiseuse,MK2,"$399,516",1991
8168,The Mystic Masseur,Think,"$399,110",2002
8169,Head in the Clouds,SPC,"$398,278",2004
8170,Transylmania,FullC,"$397,641",2009
8171,Four Days in September,Mira.,"$397,517",1998
8172,Swept from the Sea,Sony,"$397,020",1998
8173,"Still, We Believe: The Boston Red Sox Movie",Think,"$396,803",2004
8174,Yes,SPC,"$396,760",2005
8175,The Adjuster,OrionC,"$396,573",1992
8176,Ain't Them Bodies Saints,IFC,"$396,519",2013
8177,Golden Gate,Gold.,"$395,105",1994
8178,Dogfight,WB,"$394,631",1991
8179,Lucie Aubrac,USA,"$394,079",1999
8180,The Holcroft Covenant,Uni.,"$393,825",1985
8181,Jee Aayun Nu,Mus.,"$393,117",2002
8182,Hamara Dil Aapke Paas Hai,Eros,"$392,076",2000
8183,End of the Century: The Story of the Ramones,Magn.,"$391,950",2004
8184,Tiny Furniture,IFC,"$391,674",2010
8185,Bittersweet Motel,Villa,"$391,653",2000
8186,Subway,IsAl,"$390,659",1985
8187,Where the Day Takes You,NL,"$390,152",1992
8188,Goodbye to Language,KL,"$390,099",2014
8189,Detropia,LF,"$390,024",2012
8190,In the House,Cohen,"$389,757",2013
8191,Search and Destroy,Oct.,"$389,503",1995
8192,Brothers (2005),IFC,"$389,220",2005
8193,House of D,Lions,"$388,532",2005
8194,The Last Sin Eater,BPic,"$388,390",2007
8195,Touch,MGM,"$387,069",1997
8196,The End of Violence,MGM,"$386,673",1997
8197,The Well-Digger's Daughter,KL,"$386,368",2012
8198,Turtle: The Incredible Journey,Hann.,"$386,073",2011
8199,Sylvester,Col.,"$385,687",1985
8200,Little Manhattan,Fox,"$385,373",2005
8201,Where in the World Is Osama Bin Laden?,Wein.,"$384,955",2008
8202,Steam: Turkish Bath,Strand,"$384,793",1998
8203,Dirty Wars,IFC,"$384,473",2013
8204,"Scotland, PA",Lot47,"$384,098",2002
8205,American Heart,Trit,"$384,048",1993
8206,Copying Beethoven,MGM,"$384,029",2006
8207,The Armstrong Lie,SPC,"$383,294",2013
8208,Hesher,WHE,"$382,946",2011
8209,Swimming with Sharks,Trim.,"$382,928",1995
8210,Into the Arms of Strangers,WB,"$382,807",2000
8211,Sweet Talker,NL,"$382,510",1991
8212,The Quiet,SPC,"$381,420",2006
8213,Short Cut to Nirvana: Kumbh Mela,Mela,"$381,225",2004
8214,At Any Price,SPC,"$380,594",2013
8215,The Syrian Bride,Koch,"$380,505",2005
8216,Humpty Sharma Ki Dulhania,Relbig.,"$380,011",2014
8217,Khiladi 786,Eros,"$379,466",2012
8218,Conversations with Other Women,Fabr.,"$379,418",2006
8219,Introducing the Dwights,WIP,"$379,408",2007
8220,Head On,Strand,"$379,384",1999
8221,Streamers,UA,"$378,452",1983
8222,Blind Spot: Hitler's Secretary,SPC,"$378,382",2003
8223,Session 9,USA,"$378,176",2001
8224,Close to Eden,Mira.,"$377,832",1992
8225,Coming Home (2015),SPC,"$377,607",2015
8226,Pride and Prejudice (2003),Excel,"$377,271",2003
8227,The Second Mother,Osci.,"$376,986",2015
8228,Hochelaga,Libre,"$376,714",2000
8229,The Hunting of the President,Reg.,"$376,612",2004
8230,Smashed,SPC,"$376,597",2012
8231,Piranha 3DD,W/Dim.,"$376,512",2012
8232,The Human Factor,MGM,"$376,050",1979
8233,Lajja,Eros,"$376,000",2001
8234,Personal Tailor,CL,"$375,892",2013
8235,3 Ninjas: High Noon at Mega Mountain,Sony,"$375,805",1998
8236,The Whole Wide World,SPC,"$375,757",1996
8237,The Game of Their Lives,IFC,"$375,750",2005
8238,Britannia Hospital,UA,"$375,713",1983
8239,Hurricane Streets,UA,"$375,634",1998
8240,Puella Magi Madoka Magica the Movie: Rebellion,Elev.,"$375,627",2013
8241,Women Who Flirt (Sajiao Nvren),CL,"$375,495",2014
8242,Asylum,ParC,"$375,403",2005
8243,Shooting Fish,FoxS,"$375,261",1998
8244,Fish Tank,IFC,"$374,675",2010
8245,Genghis Blues,Roxie,"$374,550",1999
8246,Annie Brocoli dans les fonds marin,TVA,"$374,360",2003
8247,The Decline of Western Civilization Part II: The Metal Years,NL,"$373,743",1988
8248,Venus in Fur,IFC,"$373,605",2014
8249,Miral,Wein.,"$373,420",2011
8250,Joe (2014),RAtt.,"$373,375",2014
8251,Keep the River on Your Right - A Modern Cannibal Tale,IFC,"$373,366",2001
8252,Movers and Shakers,MGM,"$372,438",1985
8253,Towelhead,WIP,"$372,124",2008
8254,The Star Maker,Mira.,"$371,674",1996
8255,Highwaymen,NL,"$371,396",2004
8256,The Bicycle Thief,AMJB,"$371,111",1949^
8257,Open Your Eyes,Art.,"$370,720",1999
8258,Light Years,Mira.,"$370,698",1988
8259,The Minus Man,Art.,"$370,668",1999
8260,Shadowboxer,Free,"$370,627",2006
8261,Nico and Dani,Avat.,"$370,562",2001
8262,Hava Nagila (The Movie),ICir,"$370,218",2013
8263,Me Myself I,SPC,"$369,975",2000
8264,Le Cercle Rouge (Re-issue),Rialto,"$369,970",2003
8265,Shootout at Wadala,Eros,"$369,573",2013
8266,Mooz-lum,PF,"$369,129",2011
8267,When Comedy Went to School,ICir,"$369,065",2013
8268,Heart of a Dog,Abr.,"$368,125",2015
8269,Lebanon,SPC,"$368,088",2010
8270,The Basket,North,"$367,098",1999
8271,The Oranges,ATO,"$366,377",2012
8272,The Animation Show,TAS,"$366,344",2003
8273,The Brown Bunny,Wells,"$366,301",2004
8274,She Hate Me,SPC,"$366,037",2004
8275,Baadasssss!,SPC,"$365,727",2004
8276,Glen Campbell... I'll Be Me,A23,"$365,422",2014
8277,Thoda Pyaar Thoda Magic,Yash,"$365,401",2008
8278,Tera Jadoo Chal Gayaa,VidS,"$365,318",2000
8279,Palookaville,Gold.,"$365,284",1996
8280,Katti Batti,UTV,"$364,932",2015
8281,Real Life,Par.,"$364,642",1979
8282,Deewane Huye Paagal,UTV,"$364,357",2005
8283,Nostradamus,OrionC,"$364,164",1994
8284,The Toxic Avenger Part III: The Last Temptation of Toxie,Troma,"$363,561",1989
8285,The Adventures of Felix,Wells,"$363,409",2001
8286,Breathless (2010 re-issue),Rialto,"$363,031",2010
8287,The Source,Wells,"$362,649",1999
8288,Janis: Little Girl Blue,FR,"$360,936",2015
8289,La Riviere aux Castors,All.,"$360,886",2008
8290,I'll Sleep When I'm Dead,ParC,"$360,759",2004
8291,Grateful Dawg,Sony,"$360,251",2001
8292,An Affair of Love,FL,"$359,050",2000
8293,Revolution,WB,"$358,574",1985
8294,Enduring Love,ParC,"$358,362",2004
8295,American Ninja 4: The Annihilation,Can.,"$358,047",1991
8296,City of Ghosts,UA,"$357,197",2003
8297,Artemisia,Mira.,"$356,749",1998
8298,Lovelace,RTWC,"$356,582",2013
8299,Poetry,Kino,"$356,149",2011
8300,Trust,FL,"$356,122",1991
8301,Iron and Silk,Mira.,"$356,077",1991
8302,Luck by Chance,AdL.,"$356,019",2009
8303,Omar,AF,"$356,000",2014
8304,The Lady,Cohen,"$355,391",2012
8305,My Name Is Joe,Art.,"$354,952",1999
8306,Buffalo Soldiers,Mira.,"$354,421",2003
8307,Love Is the Devil,Strand,"$354,004",1998
8308,Broadway: The Golden Age,Da.,"$353,580",2004
8309,Branded,RAtt.,"$353,513",2012
8310,Comment Ma Mere Accoucha de Moi Durant,All.,"$353,275",2003
8311,Like Dandelion Dust,BCR,"$352,810",2010
8312,Effie Gray,AF,"$352,534",2015
8313,The Princess of Montpensier,IFC,"$352,428",2011
8314,Lumumba,Zeit.,"$352,296",2001
8315,Weekend Warriors,MovE,"$351,623",1986
8316,"Black Cat, White Cat",USA,"$351,447",1999
8317,Everybody Wants to Be Italian,RAtt.,"$351,416",2008
8318,Kitchen Stories,IFC,"$351,235",2004
8319,Tokyo!,LibE,"$351,059",2009
8320,Singham,Relbig.,"$350,864",2011
8321,Maps to the Stars,Focus,"$350,741",2015
8322,Chico & Rita,GK,"$350,524",2012
8323,Summer Heat,Atl,"$350,481",1987
8324,Since Otar Left,Zeit.,"$350,391",2004
8325,The Face of Love,IFC,"$350,006",2014
8326,Wanted (2009),Eros,"$349,637",2009
8327,Two Evil Eyes,Tau,"$349,618",1991
8328,Marilyn Hotchkiss' Ballroom Dancing & Charm School,IDP,"$349,132",2006
8329,The Merry Gentleman,Gold.,"$347,977",2009
8330,Teeth,RAtt.,"$347,578",2008
8331,Billy: The Early Years of Billy Graham,RM,"$347,328",2008
8332,Noble,Asp.,"$347,321",2015
8333,Green Street Hooligans,Free,"$346,830",2005
8334,The Family,Vest,"$346,730",1988
8335,The Angels' Share,IFC,"$346,669",2013
8336,The Deceivers,Cinc,"$346,297",1988
8337,The Second Jungle Book: Mowgli and Baloo,TriS,"$346,056",1997
8338,A Pyromaniac's Love Story,BV,"$345,972",1995
8339,Prison,NW,"$345,704",1988
8340,Dil Ka Rishtaa,Tips,"$345,649",2003
8341,I Think I Do,Strand,"$345,478",1998
8342,La Cage aux Folles 3,TriS,"$345,280",1986
8343,Kaal,Eros,"$345,091",2005
8344,American Adobo,Outr.,"$344,992",2002
8345,It Takes Two (1988),MGM,"$344,375",1988
8346,Windy City,WB,"$343,890",1984
8347,The United States of Leland,ParC,"$343,847",2004
8348,Tapeheads,Ave,"$343,786",1988
8349,Drinking Buddies,Magn.,"$343,341",2013
8350,Koch,Zeit.,"$342,941",2013
8351,A Werewolf Boy,CJ,"$342,922",2012
8352,Sleuth (2007),SPC,"$342,895",2007
8353,The Dying Gaul,Hole.,"$342,747",2005
8354,Le Chef,Cohen,"$342,667",2014
8355,Talvar,Rel.,"$342,370",2015
8356,Gori Tere Pyaar Mein,Relbig.,"$342,184",2013
8357,Creation,NM,"$341,323",2010
8358,Les Dangereux,Chri.,"$341,280",2002
8359,Jellyfish,Zeit.,"$341,221",2008
8360,Jimi: All Is By My Side,XL,"$340,911",2014
8361,Total Eclipse,FL,"$340,139",1995
8362,Starbuck (U.S. only),E1,"$340,058",2013
8363,Albino Alligator,Mira.,"$339,379",1997
8364,Happy People: A Year in the Taiga,MBox,"$338,987",2013
8365,Red Hook Summer,Vari.,"$338,803",2012
8366,Lorna's Silence,SPC,"$338,795",2009
8367,Chinese Puzzle,Cohen,"$338,523",2014
8368,Northern Limit Line,WGUSA,"$337,907",2015
8369,Night Game,TWE,"$337,812",1989
8370,The Private Lives of Pippa Lee,Scre.,"$337,356",2009
8371,Don't Move,N.Arts,"$337,265",2005
8372,The Singing Detective,ParC,"$337,174",2003
8373,Kyon? Ho Gaya Pyu,Eros,"$336,909",2004
8374,Dark Obsession,Circ,"$336,811",1991
8375,Shaadi No. 1,Eros,"$336,772",2005
8376,Welcome to Collinwood,WB,"$336,620",2002
8377,Tout est Parfait,All.,"$336,569",2008
8378,I Origins,FoxS,"$336,472",2014
8379,Enter the Void,IFC,"$336,467",2010
8380,Talent for the Game,Par.,"$336,396",1991
8381,Kings of Pastry,FRun,"$336,386",2010
8382,Wooly Boys,MAC,"$335,726",2004
8383,Diana,EOne,"$335,359",2013
8384,The 2006 Academy Award Nominated Short Films,Magn.,"$335,090",2007
8385,Frankenstein Unbound,Fox,"$334,748",1990
8386,Chup Chup Ke,UTV,"$334,618",2006
8387,"Like Father, Like Son (2014)",IFC,"$334,616",2014
8388,The Devil and Daniel Johnston,SPC,"$334,450",2006
8389,Welcome to Sarajevo,Mira.,"$334,319",1997
8390,Monument Ave.,Lions,"$333,760",1998
8391,The Memory of a Killer,SPC,"$333,707",2005
8392,Ballet 422,Magn.,"$333,554",2015
8393,The Guest (2014),PH,"$332,890",2014
8394,Gabrielle,IFC,"$332,829",2006
8395,The Assignment,Sony,"$332,597",1997
8396,Zinda,Eros,"$332,491",2006
8397,The First Grader,NGE,"$332,306",2011
8398,Private Resort,TriS,"$331,816",1985
8399,Yuva,NEM,"$331,166",2004
8400,The Lady and the Duke,SPC,"$331,051",2002
8401,Lawless Heart,First,"$330,067",2003
8402,Zelary,SPC,"$330,033",2004
8403,Cheech,All.,"$329,972",2006
8404,This Is England,IFC,"$329,379",2007
8405,Kissed,Gold.,"$329,211",1997
8406,Monty Python Live at the Hollywood Bowl,Col.,"$327,958",1982
8407,Super,IFC,"$327,716",2011
8408,Viruddh,UTV,"$327,615",2005
8409,Elaine Stritch: Shoot Me,IFC,"$327,452",2014
8410,Liberal Arts,IFC,"$327,345",2012
8411,Nymphomaniac: Volume II,Magn.,"$327,167",2014
8412,The Road to Guantanamo,IDP,"$326,876",2006
8413,Come Undone,Pict.,"$326,484",2001
8414,Russian Dolls,IFC,"$326,095",2006
8415,Ju-On: The Grudge,Vita.,"$325,680",2004
8416,The Central Park Five,IFC,"$325,653",2012
8417,Stranger By the Lake,Strand,"$325,196",2014
8418,City of Men,Mira.,"$325,131",2008
8419,Camp (2013),Free,"$324,977",2013
8420,Shamitabh,Eros,"$324,597",2015
8421,Les Enfants Du Marais,Lions,"$324,006",1999
8422,World Gone Wild,Lori,"$323,947",1988
8423,Me You Them,SPC,"$323,923",2001
8424,The Boys of Baraka,Think,"$323,860",2005
8425,The Education of Little Tree,Par.,"$323,411",1997
8426,Winter Sleepers,Wins.,"$323,041",2000
8427,The Cement Garden,Oct.,"$322,975",1994
8428,House of Cards,Mira.,"$322,871",1993
8429,The Last Waltz,UA,"$322,313",1978^
8430,Days of Glory,Wein.,"$320,700",2006
8431,A Film Unfinished,Osci.,"$320,486",2010
8432,Happy Together,Kino,"$320,319",1997
8433,TerrorVision,EP,"$320,256",1986
8434,Die Mommie Die!,Sun.,"$320,092",2003
8435,Winter Solstice,ParC,"$319,355",2005
8436,The Safety of Objects,IFC,"$319,299",2003
8437,Compliance,Magn.,"$319,285",2012
8438,Trading Mom,Trim.,"$319,123",1994
8439,Steve Harvey's Don't Trip... He Ain't Through with Me Yet!,Free,"$319,021",2006
8440,Adore,EXCL,"$318,982",2013
8441,Bride of the Wind,ParC,"$318,823",2001
8442,Bukowski: Born Into This,Magn.,"$318,816",2004
8443,Telling Lies in America,Ban.,"$318,809",1997
8444,The Yellow Handkerchief,Gold.,"$318,623",2010
8445,Thirst,Focus,"$318,574",2009
8446,Trekkies,ParC,"$318,246",1999
8447,Not Today,Free,"$318,121",2013
8448,Today's Special,Vita.,"$317,831",2010
8449,Saathiya,Yash,"$317,564",2002
8450,Lovers of the Arctic Circle,FL,"$317,422",1999
8451,The Salt of Life,Zeit.,"$317,405",2012
8452,On My Way,Cohen,"$317,324",2014
8453,Good Kill,IFC,"$316,472",2015
8454,Sweet Sixteen,Lions,"$316,319",2003
8455,Promised Land,Vest,"$316,199",1988
8456,David and Goliath,REI,"$316,100",2015
8457,Le Dernier Souffle,Lions,"$316,043",1999
8458,Under the Sun,Shad.,"$316,020",2001
8459,Crusoe,Isld,"$315,421",1989
8460,Elling,First,"$314,729",2002
8461,Pukar,Eros,"$314,701",2000
8462,America's Heart and Soul,BV,"$314,402",2004
8463,The Music of Chance,IRS,"$313,967",1993
8464,Happy Ending,Eros,"$313,770",2014
8465,Grass,Una.,"$313,039",2000
8466,Back to 1942,CL,"$312,954",2012
8467,Tais-toi,Chri.,"$312,824",2004
8468,For the Bible Tells Me So,FRun,"$312,751",2007
8469,The Hornet's Nest,Free,"$312,706",2014
8470,L'Amour Fou,IFC,"$312,494",2011
8471,The Gatekeeper,Gat.,"$312,434",2003
8472,The Mill and the Cross,KC,"$312,187",2011
8473,The Flowers of War,WHE,"$311,434",2012
8474,Monster in a Box,FL,"$311,245",1992
8475,Running Man (2015),CL,"$310,978",2015
8476,Hindustan Ki Kasam,Eros,"$310,330",1999
8477,West of Memphis,SPC,"$310,154",2012
8478,I Am Eleven,Proud,"$310,116",2014
8479,A Cat in Paris,GK,"$309,973",2012
8480,Dark Days,Palm,"$309,648",2000
8481,The Panama Deception,EPr,"$309,596",1992
8482,Adam & Steve,TLA,"$309,404",2006
8483,Love (2012),CL,"$309,200",2012
8484,"Bigger, Stronger, Faster*",Magn.,"$308,575",2008
8485,Masti,Eros,"$308,566",2004
8486,Pumpkin,MGM,"$308,552",2002
8487,The Slingshot,SPC,"$308,368",1994
8488,Merchants of Doubt,SPC,"$308,156",2015
8489,Jafar Panahi's Taxi,KL,"$308,015",2015
8490,Never Again,Focus,"$307,631",2002
8491,Dot the I,Free,"$307,486",2005
8492,Intacto,Lions,"$307,333",2002
8493,The Addiction,Oct.,"$307,308",1995
8494,Lost and Delirious,Lions,"$307,233",2001
8495,Secuestro Express,Mira.,"$307,208",2005
8496,Whatever,SPC,"$307,037",1998
8497,A Five Star Life,MBox,"$306,917",2014
8498,This Film Is Not Yet Rated,IFC,"$306,845",2006
8499,Nico-Icon,Roxie,"$306,691",1995
8500,The Trip,TLA,"$306,567",2003
8501,Constellation,BPic,"$306,533",2007
8502,Hard Promises,Col.,"$306,319",1992
8503,Unmistaken Child,Osci.,"$306,140",2009
8504,Boarding School,Atl,"$306,061",1983
8505,Attack on Titan: Part 2,FUN,"$305,934",2015
8506,Pretty Persuasion,IDP,"$305,800",2005
8507,Hair Show,Inn.,"$305,281",2004
8508,Khushi,Eros,"$305,205",2003
8509,Eleni,WB,"$305,102",1985
8510,Rapa Nui,WB,"$305,070",1994
8511,Me Without You,IDP,"$304,909",2002
8512,Four Lions,Drft.,"$304,616",2010
8513,Fido,RAtt.,"$304,533",2007
8514,Stolen (2012),MNE,"$304,318",2012
8515,The Holy Girl,FL,"$304,124",2005
8516,Being Elmo: A Puppeteer's Journey,SD,"$304,052",2011
8517,White Material,IFC,"$304,020",2010
8518,In the Land of Blood and Honey,FD,"$303,877",2011
8519,The Chocolate War,MCE,"$303,624",1988
8520,NH10,Eros,"$303,587",2015
8521,"OSS 117: Cairo, Nest of Spies",MBox,"$303,543",2008
8522,The Life Before Her Eyes,Magn.,"$303,439",2008
8523,Mood Indigo,Drft.,"$303,187",2014
8524,Holy Rollers,FInd.,"$303,064",2010
8525,Chalk,ArtsA,"$302,845",2007
8526,Linsanity,KE,"$302,645",2013
8527,Kabul Express,Yash,"$302,458",2006
8528,O'Horten,SPC,"$302,232",2009
8529,Mr. Jealousy,Lions,"$301,796",1998
8530,Lilies,Turb,"$301,548",1997
8531,God Grew Tired of Us,NM,"$301,447",2007
8532,Crazy Love,Magn.,"$301,027",2007
8533,Armaan: The Desire,Eros,"$301,010",2003
8534,42 Up,FRun,"$300,880",1999
8535,White Water Summer,Col.,"$300,859",1987
8536,Different for Girls,First,"$300,645",1997
8537,Sukob (The Wedding Curse),ABS,"$300,454",2006
8538,Cronicas,Palm,"$300,322",2005
8539,London Dreams,Stu18,"$300,293",2009
8540,The Informers,SenD,"$300,000",2009
8541,Love's Labour's Lost,Mira.,"$299,792",2000
8542,SLC Punk!,SPC,"$299,569",1999
8543,Cotton Mary,AL,"$299,432",2000
8544,Festival in Cannes,ParC,"$299,171",2002
8545,Go Goa Gone,Eros,"$298,457",2013
8546,Silmido,CSr,"$298,347",2004
8547,Bulletproof Heart,Key.,"$297,415",1994
8548,Caterina in the Big City,Emp.,"$296,464",2005
8549,Room 237,IFC,"$296,359",2013
8550,Bonhoeffer,FRun,"$296,131",2003
8551,Ethan Frome,Mira.,"$296,081",1993
8552,Trixie,Sony,"$295,683",2000
8553,Freeway,Roxie,"$295,493",1996
8554,Riff-Raff,FL,"$295,444",1993
8555,Wet Hot American Summer,USA,"$295,206",2001
8556,Rent-A-Cop,King,"$295,000",1988
8557,Mickey,Slg.,"$294,758",2004
8558,Hitchcock/Truffaut,Cohen,"$294,392",2015
8559,Out Cold (1989),Hemd,"$294,266",1989
8560,Adoration,SPC,"$294,244",2009
8561,Love and Other Catastrophes,FoxS,"$294,212",1997
8562,Bliss (1997),Triu,"$294,064",1997
8563,Innocence (2014),JSC,"$294,039",2014
8564,A Woman in Berlin,Strand,"$294,014",2009
8565,The Dance of Reality,Abk.,"$293,680",2014
8566,Feast of July,BV,"$293,274",1995
8567,Taxi 9211,UTV,"$292,794",2006
8568,All Over Me,FL,"$292,577",1997
8569,Power and Terror: Noam Chomsky in Our Times,FRun,"$292,470",2002^
8570,Passengers,Sony,"$292,437",2008
8571,Luminarias,Latin,"$292,309",2000
8572,Simon Sez,IA,"$292,152",1999
8573,Passage to Zarahemla,Somr.,"$292,102",2007
8574,The Man in 3B,Free,"$291,513",2015
8575,I'm Dancing as Fast as I Can,Par.,"$291,390",1982
8576,Carried Away,FL,"$290,978",1996
8577,Kings and Queen,Wells,"$290,973",2005
8578,Fraternity Row,Par.,"$290,674",1977
8579,The Aryan Couple,Slow,"$290,211",2005
8580,Scratch,Palm,"$289,885",2002
8581,Plain Clothes,Par.,"$289,323",1988
8582,Shootout at Lokhandwala,RBF,"$289,232",2007
8583,Antarctica: A Year on Ice,MBox,"$288,757",2014
8584,Above and Beyond,ICir,"$288,751",2015
8585,Sarfarosh,Eros,"$288,733",1999
8586,I Am David,Lions,"$288,552",2004
8587,The Last of Robin Hood,Gold.,"$288,545",2014
8588,Last Train Home,Zeit.,"$288,328",2010
8589,Something From Nothing: The Art of Rap,IM,"$288,312",2012
8590,American Pimp,7Art,"$287,724",2000
8591,Outrage,Magn.,"$287,198",2009
8592,Go Away Mr. Tumor,CL,"$286,639",2015
8593,Karthik Calling Karthik,Eros,"$286,409",2010
8594,Cold Steel,Cntl,"$285,885",1987
8595,Elsa & Fred (2014),MNE,"$285,863",2014
8596,Code 46,UA,"$285,585",2004
8597,No Problem,Eros,"$285,468",2010
8598,The Hero - Love Story of a Spy,VidS,"$285,394",2003
8599,You Will Be My Son,Cohen,"$285,151",2013
8600,Citizen Ruth,Mira.,"$285,112",1996
8601,Marius and Jeannette,NYer,"$285,038",1998
8602,Only Human,Magn.,"$284,961",2006
8603,Dil Kya Kare,Eros,"$284,856",1999
8604,The Doom Generation,Trim.,"$284,785",1995
8605,Cyclo,Lions,"$284,692",1996
8606,The Anonymous People,AM,"$284,147",2013
8607,Powwow Highway,WB,"$283,747",1989
8608,Kill Me Again,Istr,"$283,694",1989
8609,Ten Canoes,Palm,"$283,654",2007
8610,The Duchess of Langeais,IFC,"$282,749",2008
8611,The Interrupters,CGld,"$282,448",2011
